cluster,gene,cluster0,celltype
CD4_Th,KIF5C,CD4_Th,T
CD4_Th,PDE4D,CD4_Th,T
CD4_Th,TRABD2A,CD4_Th,T
CD4_Th,PASK,CD4_Th,T
CD4_Th,BRD9,CD4_Th,T
CD4_Th,TNFSF8,CD4_Th,T
CD4_Th,IL2,CD4_Th,T
CD4_Th,CD28,CD4_Th,T
CD4_Th,SATB1,CD4_Th,T
CD4_Th,IL18RAP,CD4_Th,T
CD4_Th,KLRB1,CD4_Th,T
CD4_Th,SARAF,CD4_Th,T
CD4_Th,MAP3K4,CD4_Th,T
CD4_Th,HPGD,CD4_Th,T
CD4_Th,MGAT4A,CD4_Th,T
CD4_Th,EML4,CD4_Th,T
CD4_Th,AC007278.1,CD4_Th,T
CD4_Th,ICOS,CD4_Th,T
CD4_Th,LINC00861,CD4_Th,T
CD4_Th,CAMK4,CD4_Th,T
CD4_Th,PPP2R5C,CD4_Th,T
CD4_Th,SPOCK2,CD4_Th,T
CD4_Th,PGGHG,CD4_Th,T
CD4_Th,SATB1-AS1,CD4_Th,T
CD4_Th,DPP4,CD4_Th,T
CD4_Th,TRAC,CD4_Th,T
CD4_Th,IL18R1,CD4_Th,T
CD4_Th,HNRNPUL1,CD4_Th,T
CD4_Th,CD6,CD4_Th,T
CD4_Th,PIK3IP1,CD4_Th,T
CD4_Th,LAX1,CD4_Th,T
CD4_Th,LTB,CD4_Th,T
CD4_Th,PBXIP1,CD4_Th,T
CD4_Th,TSC22D3,CD4_Th,T
CD4_Th,SNX20,CD4_Th,T
CD4_Th,PRKCQ,CD4_Th,T
CD4_Th,BICDL1,CD4_Th,T
CD4_Th,RCAN3,CD4_Th,T
CD4_Th,GCSAM,CD4_Th,T
CD4_Th,CASP8,CD4_Th,T
CD4_Th,ELOVL6,CD4_Th,T
CD4_Th,ODF2L,CD4_Th,T
CD4_Th,PBX4,CD4_Th,T
CD4_Th,GPR171,CD4_Th,T
CD4_Th,LEPROTL1,CD4_Th,T
CD4_Th,IL7R,CD4_Th,T
CD4_Th,ZNF831,CD4_Th,T
CD4_Th,PDE3B,CD4_Th,T
CD4_Th,JAML,CD4_Th,T
CD4_Th,MTFP1,CD4_Th,T
CD4_Th,BMI1,CD4_Th,T
CD4_Th,LINC-PINT,CD4_Th,T
CD4_Th,ZBTB25,CD4_Th,T
CD4_Th,ATM,CD4_Th,T
CD4_Th,BCL11B,CD4_Th,T
CD4_Th,STAT4,CD4_Th,T
CD4_Th,TNFRSF18,CD4_Th,T
CD4_Th,AP002387.2,CD4_Th,T
CD4_Th,PIM2,CD4_Th,T
CD4_Th,AC007448.4,CD4_Th,T
CD4_Th,OXNAD1,CD4_Th,T
CD4_Th,RUNX2,CD4_Th,T
CD4_Th,LINC00623,CD4_Th,T
CD4_Th,CD2,CD4_Th,T
CD4_Th,FYB1,CD4_Th,T
CD4_Th,RNF157,CD4_Th,T
CD4_Th,MPZL3,CD4_Th,T
CD4_Th,SESN1,CD4_Th,T
CD4_Th,ANKRD12,CD4_Th,T
CD4_Th,GPSM3,CD4_Th,T
CD4_Th,SMCHD1,CD4_Th,T
CD4_Th,IKZF1,CD4_Th,T
CD4_Th,P2RY8,CD4_Th,T
CD4_Th,GNG2,CD4_Th,T
CD4_Th,DGKA,CD4_Th,T
CD4_Th,AC133644.2,CD4_Th,T
CD4_Th,MARCH9,CD4_Th,T
CD4_Th,LINC01138,CD4_Th,T
CD4_Th,CD96,CD4_Th,T
CD4_Th,TRBC1,CD4_Th,T
CD8_Tc1,AC004832.6,CD8_Tc1,T
CD8_Tc1,PPP1R2C,CD8_Tc1,T
CD8_Tc1,IFNG,CD8_Tc1,T
CD8_Tc1,DOK2,CD8_Tc1,T
CD8_Tc1,AC016074.2,CD8_Tc1,T
CD8_Tc1,ZNF683,CD8_Tc1,T
CD8_Tc1,KCNA3,CD8_Tc1,T
CD8_Tc1,GPR18,CD8_Tc1,T
CD8_Tc1,LINC00861,CD8_Tc1,T
CD8_Tc1,LINC00649,CD8_Tc1,T
CD8_Tc1,FASLG,CD8_Tc1,T
CD8_Tc1,ZBED2,CD8_Tc1,T
CD8_Tc1,AC007278.1,CD8_Tc1,T
CD8_Tc1,AC026979.2,CD8_Tc1,T
CD8_Tc1,IL2,CD8_Tc1,T
CD8_Tc1,SCML4,CD8_Tc1,T
CD8_Tc1,ICOS,CD8_Tc1,T
CD8_Tc1,TRGV10,CD8_Tc1,T
CD8_Tc1,CRTAM,CD8_Tc1,T
CD8_Tc1,AL603756.1,CD8_Tc1,T
CD8_Tc1,TRAV8-2,CD8_Tc1,T
CD8_Tc1,AF305872.2,CD8_Tc1,T
CD8_Tc1,LINC00892,CD8_Tc1,T
CD8_Tc1,AC018926.2,CD8_Tc1,T
CD8_Tc1,NKRF,CD8_Tc1,T
CD8_Tc1,IL21R,CD8_Tc1,T
CD8_Tc1,EOMES,CD8_Tc1,T
CD8_Tc1,LINC02446,CD8_Tc1,T
CD8_Tc1,GBP5,CD8_Tc1,T
CD8_Tc1,HERPUD2,CD8_Tc1,T
CD8_Tc1,CTSW,CD8_Tc1,T
CD8_Tc1,TBX21,CD8_Tc1,T
CD8_Tc1,GZMA,CD8_Tc1,T
CD8_Tc1,AL365361.1,CD8_Tc1,T
CD8_Tc1,AC243960.1,CD8_Tc1,T
CD8_Tc1,NSMCE3,CD8_Tc1,T
CD8_Tc1,THEMIS,CD8_Tc1,T
CD8_Tc1,JOSD1,CD8_Tc1,T
CD8_Tc1,AL359513.1,CD8_Tc1,T
CD8_Tc1,TAGAP,CD8_Tc1,T
CD8_Tc1,TRGC1,CD8_Tc1,T
CD8_Tc1,CCNH,CD8_Tc1,T
CD8_Tc1,KLRC4,CD8_Tc1,T
CD8_Tc1,CXCR3,CD8_Tc1,T
CD8_Tc1,CXCR6,CD8_Tc1,T
CD8_Tc1,CCL5,CD8_Tc1,T
CD8_Tc1,CCR6,CD8_Tc1,T
CD8_Tc1,AC136475.3,CD8_Tc1,T
CD8_Tc1,TNFSF14,CD8_Tc1,T
CD8_Tc1,CDC42SE2,CD8_Tc1,T
CD8_Tc1,SEMA4D,CD8_Tc1,T
CD8_Tc1,C21orf91,CD8_Tc1,T
CD8_Tc1,ATG16L1,CD8_Tc1,T
CD8_Tc1,OXNAD1,CD8_Tc1,T
CD8_Tc1,LAX1,CD8_Tc1,T
CD8_Tc1,TMEM71,CD8_Tc1,T
CD8_Tc1,SH2D1A,CD8_Tc1,T
CD8_Tc1,TSPYL2,CD8_Tc1,T
CD8_Tc1,AC087239.1,CD8_Tc1,T
CD8_Tc1,CNOT6L,CD8_Tc1,T
CD8_Tc1,STK17A,CD8_Tc1,T
CD8_Tc1,AC246785.3,CD8_Tc1,T
CD8_Tc1,SMCHD1,CD8_Tc1,T
CD8_Tc1,PARP8,CD8_Tc1,T
CD8_Tc1,TRGC2,CD8_Tc1,T
CD8_Tc1,LINC01089,CD8_Tc1,T
CD8_Tc1,XCL2,CD8_Tc1,T
CD8_Tc1,ZC3H12D,CD8_Tc1,T
CD8_Tc1,LAG3,CD8_Tc1,T
CD8_Tc1,EPG5,CD8_Tc1,T
CD8_Tc1,TRG-AS1,CD8_Tc1,T
CD8_Tc1,ZC3HAV1,CD8_Tc1,T
CD8_Tc1,BRD9,CD8_Tc1,T
CD8_Tc1,LINC01138,CD8_Tc1,T
CD8_Tc1,BCL11B,CD8_Tc1,T
CD8_Tc1,EML4,CD8_Tc1,T
CD8_Tc1,AL499604.1,CD8_Tc1,T
CD8_Tc1,ITK,CD8_Tc1,T
CD8_Tc1,TXK,CD8_Tc1,T
CD8_Tc1,AL157394.3,CD8_Tc1,T
CD8_Tc1,AL022067.1,CD8_Tc1,T
CD8_Tc1,OASL,CD8_Tc1,T
CD8_Tc1,XCL1,CD8_Tc1,T
CD8_Tc1,AC004687.1,CD8_Tc1,T
CD8_Tc1,PRKCQ-AS1,CD8_Tc1,T
CD8_Tc1,SAMD3,CD8_Tc1,T
CD8_Tc1,AC093010.2,CD8_Tc1,T
CD8_Tc1,PPP2R5C,CD8_Tc1,T
CD8_Tc1,GNG2,CD8_Tc1,T
CD8_Tc1,SPN,CD8_Tc1,T
CD8_Tc1,PTPN22,CD8_Tc1,T
CD8_Tc1,AC245297.3,CD8_Tc1,T
CD8_Tc1,STK4,CD8_Tc1,T
CD8_Tc1,IL18RAP,CD8_Tc1,T
CD8_Tc1,NECAP1,CD8_Tc1,T
CD8_Tc1,HCST,CD8_Tc1,T
CD8_Tc1,GZMH,CD8_Tc1,T
CD8_Tc1,PPP1R16B,CD8_Tc1,T
CD8_Tc1,KLRK1,CD8_Tc1,T
CD8_Tc1,CYTIP,CD8_Tc1,T
CD8_Tem,GZMK,CD8_Tem,T
CD8_Tem,CMC1,CD8_Tem,T
CD8_Tem,EOMES,CD8_Tem,T
CD8_Tem,DTHD1,CD8_Tem,T
CD8_Tem,KLRG1,CD8_Tem,T
CD8_Tem,GZMA,CD8_Tem,T
CD8_Tem,LYST,CD8_Tem,T
CD8_Tem,TIGIT,CD8_Tem,T
CD8_Tem,SH2D1A,CD8_Tem,T
CD8_Tem,GZMM,CD8_Tem,T
CD8_Tem,CRTAM,CD8_Tem,T
CD8_Tem,ZNF80,CD8_Tem,T
CD8_Tem,LINC01934,CD8_Tem,T
CD8_Tem,AC243829.4,CD8_Tem,T
CD8_Tem,PYHIN1,CD8_Tem,T
CD8_Tem,BICDL1,CD8_Tem,T
CD8_Tem,TNFRSF9,CD8_Tem,T
CD8_Tem,RASGRP1,CD8_Tem,T
CD8_Tem,SAMD3,CD8_Tem,T
CD8_Tem,A2M-AS1,CD8_Tem,T
CD8_Tem,TRAT1,CD8_Tem,T
CD8_Tem,CD27,CD8_Tem,T
CD8_Tem,AKNA,CD8_Tem,T
CD8_Tem,CNOT6L,CD8_Tem,T
CD8_Tem,PPP2R5C,CD8_Tem,T
CD8_Tem,NKG7,CD8_Tem,T
CD8_Tem,OSBPL7,CD8_Tem,T
CD8_Tem,ABHD17A,CD8_Tem,T
CD8_Tem,GGA2,CD8_Tem,T
CD8_Tem,WHRN,CD8_Tem,T
CD8_Tem,PIP4K2A,CD8_Tem,T
CD8_Tem,AL137779.1,CD8_Tem,T
CD8_Tem,FAM53B,CD8_Tem,T
CD8_Tem,ZAP70,CD8_Tem,T
CD8_Tem,AC243829.1,CD8_Tem,T
CD8_Tem,SH2D2A,CD8_Tem,T
CD8_Tem,FCRL3,CD8_Tem,T
CD8_Tem,LAG3,CD8_Tem,T
CD8_Tem,CST7,CD8_Tem,T
CD8_Tem,IFNG,CD8_Tem,T
CD8_Tem,APMAP,CD8_Tem,T
CD8_Tem,SLFN12L,CD8_Tem,T
CD8_Tem,PIK3R1,CD8_Tem,T
CD8_Tem,LEPROTL1,CD8_Tem,T
CD8_Tem,LMNB1,CD8_Tem,T
CD8_Tem,LINC01943,CD8_Tem,T
CD8_Tem,PLCXD2,CD8_Tem,T
CD8_Tem,AOAH,CD8_Tem,T
CD8_Tem,CD8A,CD8_Tem,T
CD8_Tem,CEMIP2,CD8_Tem,T
CD8_Tem,ITGA4,CD8_Tem,T
CD8_Tem,DCP1B,CD8_Tem,T
CD8_Tem,CD28,CD8_Tem,T
CD8_Tem,PASK,CD8_Tem,T
CD8_Tem,PRF1,CD8_Tem,T
CD8_Tem,CD84,CD8_Tem,T
CD8_Tem,SLAMF6,CD8_Tem,T
CD8_Tem,RNF166,CD8_Tem,T
CD8_Tem,CD5,CD8_Tem,T
CD8_Tem,RAB27A,CD8_Tem,T
CD8_Tem,LYAR,CD8_Tem,T
CD8_Tem,ITGAL,CD8_Tem,T
CD8_Tem,CDC42SE2,CD8_Tem,T
CD8_Tem,HERPUD2,CD8_Tem,T
CD8_Tem,AP002387.2,CD8_Tem,T
CD8_Tem,AC093010.2,CD8_Tem,T
CD8_Tem,MRPL1,CD8_Tem,T
CD8_Tem,METRNL,CD8_Tem,T
CD8_Tem,SARAF,CD8_Tem,T
CD8_Tem,FYN,CD8_Tem,T
CD8_Tem,LINC00861,CD8_Tem,T
CD8_Tem,RASAL3,CD8_Tem,T
CD8_Tem,CD8B,CD8_Tem,T
CD8_Tem,GPR18,CD8_Tem,T
CD8_Tem,LIMD2,CD8_Tem,T
CD8_Tem,SEMA4D,CD8_Tem,T
CD8_Tem,DGKA,CD8_Tem,T
CD8_Tem,TRGC2,CD8_Tem,T
CD8_Tem,CD6,CD8_Tem,T
CD8_Tem,KLRK1,CD8_Tem,T
CD8_Tem,MAP4K1,CD8_Tem,T
CD8_Tem,MATK,CD8_Tem,T
CD8_Tem,TUBA4A,CD8_Tem,T
CD8_Tem,KLRC4,CD8_Tem,T
CD8_Tem,PTPN7,CD8_Tem,T
CD8_Tem,LRMP,CD8_Tem,T
CD8_Tem,GALNT11,CD8_Tem,T
CD8_Tem,LAX1,CD8_Tem,T
CD8_Tem,PCED1B-AS1,CD8_Tem,T
CD8_Tem,WIPF1,CD8_Tem,T
CD8_Tem,ARAP2,CD8_Tem,T
CD8_Tem,SMCHD1,CD8_Tem,T
CD8_Tem,ATXN1,CD8_Tem,T
CD8_Tem,PRKCQ,CD8_Tem,T
CD8_Tem,STAT5B,CD8_Tem,T
CD8_Tem,TBX21,CD8_Tem,T
CD8_Tem,SLA,CD8_Tem,T
CD8_Tem,KLRC3,CD8_Tem,T
CD8_Tem,SFI1,CD8_Tem,T
CD8_Tem,TGFB1,CD8_Tem,T
CD8_Trm,CD8B,CD8_Trm,T
CD8_Trm,KLRC3,CD8_Trm,T
CD8_Trm,KLRC2,CD8_Trm,T
CD8_Trm,KLRC1,CD8_Trm,T
CD8_Trm,SLA2,CD8_Trm,T
CD8_Trm,GRAP2,CD8_Trm,T
CD8_Trm,KLRC4,CD8_Trm,T
CD8_Trm,KLRK1,CD8_Trm,T
CD8_Trm,KLRD1,CD8_Trm,T
CD8_Trm,LINC02446,CD8_Trm,T
CD8_Trm,CD8A,CD8_Trm,T
CD8_Trm,FASLG,CD8_Trm,T
CD8_Trm,TRGV10,CD8_Trm,T
CD8_Trm,GZMH,CD8_Trm,T
CD8_Trm,UBASH3A,CD8_Trm,T
CD8_Trm,NELL2,CD8_Trm,T
CD8_Trm,SNAI3,CD8_Trm,T
CD8_Trm,CD3G,CD8_Trm,T
CD8_Trm,APBA2,CD8_Trm,T
CD8_Trm,OXNAD1,CD8_Trm,T
CD8_Trm,PRF1,CD8_Trm,T
CD8_Trm,SCML4,CD8_Trm,T
CD8_Trm,IL2RB,CD8_Trm,T
CD8_Trm,TRGC2,CD8_Trm,T
CD8_Trm,SLAMF6,CD8_Trm,T
CD8_Trm,GNLY,CD8_Trm,T
CD8_Trm,LINC01934,CD8_Trm,T
CD8_Trm,CHST12,CD8_Trm,T
CD8_Trm,RNF166,CD8_Trm,T
CD8_Trm,ZBED2,CD8_Trm,T
CD8_Trm,GZMB,CD8_Trm,T
CD8_Trm,GFI1,CD8_Trm,T
CD8_Trm,LCK,CD8_Trm,T
CD8_Trm,LINC01871,CD8_Trm,T
CD8_Trm,SPN,CD8_Trm,T
CD8_Trm,AOAH,CD8_Trm,T
CD8_Trm,PTPN22,CD8_Trm,T
CD8_Trm,CXCR6,CD8_Trm,T
CD8_Trm,JAML,CD8_Trm,T
CD8_Trm,AKNA,CD8_Trm,T
CD8_Trm,ATP7A,CD8_Trm,T
CD8_Trm,WHRN,CD8_Trm,T
CD8_Trm,SLFN12L,CD8_Trm,T
CD8_Trm,CTSW,CD8_Trm,T
CD8_Trm,TRGC1,CD8_Trm,T
CD8_Trm,THEMIS,CD8_Trm,T
CD8_Trm,FXYD7,CD8_Trm,T
CD8_Trm,ZAP70,CD8_Trm,T
CD8_Trm,TRG-AS1,CD8_Trm,T
CD8_Trm,TSEN54,CD8_Trm,T
CD8_Trm,BRD9,CD8_Trm,T
CD8_Trm,CAMK4,CD8_Trm,T
CD8_Trm,PGK1,CD8_Trm,T
CD8_Trm,PDCD1,CD8_Trm,T
CD8_Trm,PRKCQ,CD8_Trm,T
CD8_Trm,PSTPIP1,CD8_Trm,T
CD8_Trm,SH2D2A,CD8_Trm,T
CD8_Trm,AC022706.1,CD8_Trm,T
CD8_Trm,SAMD3,CD8_Trm,T
CD8_Trm,GPR155,CD8_Trm,T
CD8_Trm,SASH3,CD8_Trm,T
CD8_Trm,AC133644.2,CD8_Trm,T
CD8_Trm,ITGAL,CD8_Trm,T
CD8_Trm,RAB27A,CD8_Trm,T
CD8_Trm,CD27,CD8_Trm,T
CD8_Trm,LYAR,CD8_Trm,T
CD8_Trm,CD3D,CD8_Trm,T
CD8_Trm,CD226,CD8_Trm,T
CD8_Trm,PPP2R5C,CD8_Trm,T
CD8_Trm,LAT,CD8_Trm,T
CD8_Trm,TBX21,CD8_Trm,T
CD8_Trm,LEPROTL1,CD8_Trm,T
CD8_Trm,LAG3,CD8_Trm,T
CD8_Trm,CD3E,CD8_Trm,T
CD8_Trm,PARP8,CD8_Trm,T
CD8_Trm,C16orf54,CD8_Trm,T
CD8_Trm,EMB,CD8_Trm,T
CD8_Trm,TRAV8-2,CD8_Trm,T
CD8_Trm,IL18RAP,CD8_Trm,T
CD8_Trm,GCHFR,CD8_Trm,T
CD8_Trm,DENND1C,CD8_Trm,T
CD8_Trm,C9orf78,CD8_Trm,T
CD8_Trm,ZBTB25,CD8_Trm,T
CD8_Trm,GZMM,CD8_Trm,T
CD8_Trm,ATP8A1,CD8_Trm,T
CD8_Trm,SARAF,CD8_Trm,T
CD8_Trm,TRAC,CD8_Trm,T
CD8_Trm,SLF1,CD8_Trm,T
CD8_Trm,LINC00623,CD8_Trm,T
CD8_Trm,MAP4K1,CD8_Trm,T
CD8_Trm,DOCK10,CD8_Trm,T
CD8_Trm,CD7,CD8_Trm,T
CD8_Trm,XCL1,CD8_Trm,T
CD8_Trm,AC093010.2,CD8_Trm,T
CD8_Trm,AC016074.2,CD8_Trm,T
CD8_Trm,LINC01138,CD8_Trm,T
CD8_Trm,CRTAM,CD8_Trm,T
CD8_Trm,BIN2,CD8_Trm,T
CD8_Trm,AL137779.1,CD8_Trm,T
CD8_Trm,TBC1D10C,CD8_Trm,T
ILC,LINC00299,ILC,T
ILC,TNFSF4,ILC,T
ILC,IL23R,ILC,T
ILC,LINC00892,ILC,T
ILC,TMIGD2,ILC,T
ILC,MVB12B,ILC,T
ILC,AL136456.1,ILC,T
ILC,OTUD5,ILC,T
ILC,XCL2,ILC,T
ILC,AC092617.1,ILC,T
ILC,C20orf204,ILC,T
ILC,AC109446.3,ILC,T
ILC,TNFRSF18,ILC,T
ILC,SH2D1B,ILC,T
ILC,SLC4A10,ILC,T
ILC,TXK,ILC,T
ILC,TNFSF11,ILC,T
ILC,GLB1,ILC,T
ILC,CCR4,ILC,T
ILC,LST1,ILC,T
ILC,XCL1,ILC,T
ILC,NCR3,ILC,T
ILC,CSF2,ILC,T
ILC,TRDC,ILC,T
ILC,GNG4,ILC,T
ILC,AC124248.1,ILC,T
ILC,TTC39C-AS1,ILC,T
ILC,LAT2,ILC,T
ILC,KIT,ILC,T
ILC,BCAS1,ILC,T
ILC,RORC,ILC,T
ILC,TKTL1,ILC,T
ILC,TNFRSF25,ILC,T
ILC,TMEM120A,ILC,T
ILC,PRMT9,ILC,T
ILC,DMGDH,ILC,T
ILC,CHRM3-AS2,ILC,T
ILC,PTGDR,ILC,T
ILC,PDE4A,ILC,T
ILC,IL2RA,ILC,T
ILC,AF305872.2,ILC,T
ILC,ADGRE5,ILC,T
ILC,IL4I1,ILC,T
ILC,TRGV9,ILC,T
ILC,P2RY8,ILC,T
ILC,PIM2,ILC,T
ILC,AC017104.1,ILC,T
ILC,TMED8,ILC,T
ILC,STAP1,ILC,T
ILC,GALC,ILC,T
ILC,LTB,ILC,T
ILC,CRADD,ILC,T
ILC,FES,ILC,T
ILC,FURIN,ILC,T
ILC,ITM2C,ILC,T
ILC,TCTN3,ILC,T
ILC,GDE1,ILC,T
ILC,STAM,ILC,T
ILC,LINC02384,ILC,T
ILC,RGS9,ILC,T
ILC,TMEM184C,ILC,T
ILC,CCR6,ILC,T
ILC,PHF6,ILC,T
ILC,GPSM3,ILC,T
ILC,LPXN,ILC,T
ILC,SPINK2,ILC,T
ILC,ATP8B4,ILC,T
ILC,ITGB7,ILC,T
ILC,LINC00996,ILC,T
ILC,NFKBID,ILC,T
ILC,AC144521.1,ILC,T
ILC,AC124248.2,ILC,T
ILC,PIK3CD,ILC,T
ILC,FNBP1,ILC,T
ILC,AC245014.3,ILC,T
ILC,AC020916.1,ILC,T
ILC,TIAM1,ILC,T
ILC,CTSW,ILC,T
ILC,RUNX2,ILC,T
ILC,LTA,ILC,T
ILC,ALDOC,ILC,T
ILC,HOXA6,ILC,T
ILC,LRRN3,ILC,T
ILC,GRAMD1B,ILC,T
ILC,AC013264.1,ILC,T
ILC,TBC1D31,ILC,T
ILC,AC253572.2,ILC,T
ILC,MIR155HG,ILC,T
ILC,TRGC1,ILC,T
ILC,DNAJC1,ILC,T
ILC,CDC42SE1,ILC,T
ILC,KMT5C,ILC,T
ILC,GABPB1-IT1,ILC,T
ILC,ELOVL6,ILC,T
ILC,DENND4A,ILC,T
ILC,IKZF2,ILC,T
ILC,CYSLTR1,ILC,T
ILC,AHI1,ILC,T
ILC,GNA15,ILC,T
ILC,TARSL2,ILC,T
NK,SH2D1B,NK,T
NK,TXK,NK,T
NK,CMC1,NK,T
NK,TRDC,NK,T
NK,KLRF1,NK,T
NK,MCTP2,NK,T
NK,TMIGD2,NK,T
NK,TRGV9,NK,T
NK,ADGRG3,NK,T
NK,GZMA,NK,T
NK,DGKZ,NK,T
NK,CTSW,NK,T
NK,CLIC3,NK,T
NK,XCL2,NK,T
NK,MATK,NK,T
NK,KIR2DL4,NK,T
NK,CD244,NK,T
NK,NCR1,NK,T
NK,KLRD1,NK,T
NK,CEMIP2,NK,T
NK,SLFN13,NK,T
NK,NKG7,NK,T
NK,EOMES,NK,T
NK,NLRC3,NK,T
NK,CD247,NK,T
NK,IL12RB2,NK,T
NK,AC243829.4,NK,T
NK,VSTM2L,NK,T
NK,TOX2,NK,T
NK,XCL1,NK,T
NK,LINC00996,NK,T
NK,IL2RB,NK,T
NK,LAT2,NK,T
NK,CRCP,NK,T
NK,APMAP,NK,T
NK,KLRC3,NK,T
NK,GNLY,NK,T
NK,SAMD3,NK,T
NK,TBC1D31,NK,T
NK,KLRC1,NK,T
NK,GNPTAB,NK,T
NK,CD160,NK,T
NK,ITGAL,NK,T
