6-Sep,GZMK,RHOH,RORA,TRGV10,IFITM1,CD2,PPP2R5C,RBPJ,SELL,CORO1A,ASF1B
STK4,STK17B,CLEC2D,CYTIP,TRBC1,HLA-B,RARRES3,GNG2,CBLB,KIR2DL4,ID2,SMC2
CD3G,ARHGDIB,SKAP1,CLEC2D,EZR,SELPLG,PPM1K,FYN,CD52,GZMK,SPN,GZMA
PTGER4,ITK,ARHGDIB,LCK,STK17B,LYAR,IFI44,TRAT1,KLRD1,ZNF331,PTPRC,APOBEC3G
GIMAP4,CD6,SELL,OXNAD1,KLRC1,EVL,GIMAP4,SYTL3,PTPN22,CCL3,MYO1F,CDC20
TRBC1,CD96,PRDM1,TNFAIP8,ZFP36,TBC1D10C,C19orf66,PTPN22,FASLG,LINC00996,EFHD2,RANBP1
TNFAIP3,CD3G,ISG20,RAC2,ADGRE5,ARHGDIB,GIMAP7,TNFSF9,HLA-B,TMIGD2,IFITM2,TMEM106C
RAC2,STAT4,CORO1A,CHN1,HSPH1,ZNF331,SMCHD1,CORO1A,CHST12,ID2,AKNA,DUSP4
CD52,ZNF331,CORO1B,CORO1B,ALOX5AP,CTSW,USP18,EVL,CD82,SOCS1,PLEK,PGAM1
KLF2,ACAP1,STK4,COTL1,ZNF331,P2RY8,ALOX5AP,STK4,RGS1,LAT2,IL2RB,HIST1H1D
CD7,SLA,LAIR2,FAM107B,LINC-PINT,CNN2,OAS3,ITM2C,SLA,RUNX3,RAC2,SH3BGRL3
ARHGAP15,SPOCK2,BTG1,CD247,GZMA,CD3D,CD3D,ANXA1,SIRPG,CD96,CD69,IL2RG
ICOS,GNG2,PHLDA1,TANK,CD2,RARRES3,C5orf56,SRGN,COTL1,PIK3R1,SAMD3,BIRC5
SMCHD1,S100A4,UCP2,CD6,STAT4,CD37,DRAP1,CXCR6,PHLDA1,IL7R,ZEB2,KIF20B
LCK,CAMK4,HTATIP2,TSHZ2,RAC2,ISG20,SLFN5,LCK,SIT1,CREM,RUNX3,TRBV20-1
RPL4,IL2RG,BTG3,SOD1,PTGER4,CXCR4,FYB,RAC2,MIR155HG,ATP8B4,CD52,ARHGDIB
ITK,GMFG,FCMR,EPC1,EVL,TUBA4A,IFI16,KLRG1,PTPN7,IFNG,LCP1,CENPU
ACAP1,CLEC2D,LIMD2,6-Sep,MYADM,GPSM3,PLSCR1,FASLG,TRBC2,PTPN22,S100A4,MCM7
ZNF331,SYTL3,SIRPG,RHOH,CREM,GYPC,APOBEC3G,IL2RG,CCND2,RALGAPA1,PPP2R5C,LCK
LAT,,PBXIP1,GMFG,TRGC2,LEPROTL1,CD38,ACAP1,LCP2,STAT4,KLRG1,PTPN7
ABLIM1,,TNFAIP3,PLIN2,SYTL3,LAT,LCK,TNFAIP3,PSMB9,ARHGAP9,CD300A,LAG3
CCDC109B,,LAYN,BTG1,SOCS1,STK4,IL32,LCP1,CD96,STK17A,IL2RG,RPA3
TUBA4A,,RHBDD2,GNG4,GNG2,TERF2IP,CHST12,SAMD3,ITM2A,TSC22D3,DOK2,KIAA0101
STK17A,,TSC22D3,CD7,SRGN,ZAP70,HELZ2,CD27,SH2D2A,KLRC2,SH2D1B,LCP1
PDE3B,,DOK2,SESN3,SRSF7,1-Sep,DUSP2,LAG3,LIMD2,KLRC3,EMP3,PKMYT1
SC5D,,STAM,CD3G,GPR65,PIK3R1,CD52,CCL3,IKZF3,BTG1,TYROBP,H2AFX
ARL4C,,6-Sep,TNFAIP3,ELF1,CYTIP,DDX60L,CBLB,RAB27A,VPS37B,NCR3,NUDT1
AES,,GMFG,LBH,CD3G,CCL4,ZBP1,PYHIN1,CLEC2D,CKLF,MBP,KIFC1
AP3M2,,UGP2,CD27,GABARAPL1,RNF125,IL2RG,RUNX3,TBC1D10C,SLA,LITAF,IFNG
CD5,,AC017002.1,SNX9,SLC2A3,LSP1,RGS1,KIAA1551,JAML,TUBA4A,DUSP2,PHF19
TRAF3IP3,,USP15,PRDM1,RALGAPA1,CAMK4,PTPRC,TRGC2,ITGAE,ZFP36L2,TXK,LMNB1
EVL,,GBP2,LSP1,TSPYL2,WIPF1,HCST,OASL,1-Sep,MAP3K8,TTC38,CFL1
1-Sep,,TANK,SARAF,LEPROTL1,APOBEC3G,CYTIP,STK17B,PTPRC,NCR3,ADGRG1,IL32
CD2,,DNPH1,LAPTM5,SLC7A5,SOCS1,HLA-B,PARP8,TOX,YPEL5,ARL4C,PPP1CA
IKZF1,,SRGN,TSC22D3,LCK,TRAV3,PRF1,CD53,OASL,PTPRC,FCRL6,TK1
DENND2D,,CXCR6,MIR155HG,SAMSN1,SHISA5,STK17A,CD48,IL2RB,B3GNT7,XCL1,UBE2T
LINC00861,,LSP1,TRAF3IP3,PIK3R1,TCF7,HLA-E,ARHGDIB,HLA-A,SAMD3,CD160,EZH2
,,MIR4435-2HG,ITK,GZMM,TRAF3IP3,DDX58,TBC1D10C,ITGB2,NR4A3,CD48,PSMB8
,,CTSC,HNRNPLL,TRAC,IKZF1,CD96,FYB,DOK2,FOSL2,TRGC2,CCNB2
,,P2RY10,CD52,LYAR,DEF6,MYL12A,CLEC2D,KLRC1,FYN,TPST2,PLK1
,,CD28,STAT4,ACAP1,JAK1,CLEC2D,STK17A,SAMSN1,SLA2,SLA,ATAD2
,,CD247,PIK3IP1,GZMH,IL16,COTL1,LSP1,IFITM1,RNF125,ZAP70,LAT
,,ITK,TNFRSF25,RUNX3,EOMES,GPSM3,PSTPIP1,ADGRE5,TAGAP,ADGRE5,CENPE
,,IL10RA,SH3BGRL3,EMB,LTB,IL7R,PRKCH,SLA2,TGFB1,SRGN,CD3E
,,GLRX,IFNG,CCL4L2,CCDC109B,PSMB8,TIGIT,ACAP1,LCP1,PIM1,CDCA8
,,GNG2,STK17B,FYN,ITGB2,HLA-A,ADGRE5,AC092580.4,TNFSF14,PTGDR,PKM
,,ELF1,GPR171,SCML4,BTN3A2,BTG1,PRF1,TRBC1,GLIPR2,TBC1D10C,CD8B
,,RORA,SH2D2A,CORO1A,SLA,WIPF1,SLA2,ARHGAP9,ACAP1,PTGER2,TPI1
,,EPC1,SIRPG,KLRB1,GLTSCR2,SARAF,GMFG,TNIP3,TRBC1,DDIT4,KIF22
,,CCND2,PDE7B,REL,CD52,CXCR4,LAT,TNFRSF1B,SRGAP3,TUBA4A,MCM5
,,CD52,RGS2,CSRNP1,CMC1,CD27,1-Sep,LAT,ALOX5AP,ABI3,MAD2L1
