gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
GLMP,0,0.589754911,0.592,0.135,0,Macro_FOLR2+APOE+,0.589754911
EPHX1,0,0.588255391,0.536,0.125,0,Macro_FOLR2+APOE+,0.588255391
ACE,0,0.550611551,0.329,0.031,0,Macro_FOLR2+APOE+,0.550611551
RAB42,0,0.538875652,0.346,0.051,0,Macro_FOLR2+APOE+,0.538875652
SMIM30,0,0.359461233,0.487,0.113,0,Macro_FOLR2+APOE+,0.359461233
SLC49A3,0,0.268571959,0.324,0.043,0,Macro_FOLR2+APOE+,0.268571959
SQOR,2.35E-303,0.511544509,0.607,0.18,4.33E-299,Macro_FOLR2+APOE+,0.511544509
IL4I1,2.07E-302,1.506904042,0.68,0.222,3.81E-298,Macro_FOLR2+APOE+,1.506904042
IL18BP,4.14E-302,1.57536892,0.606,0.185,7.62E-298,Macro_FOLR2+APOE+,1.57536892
SLC31A1,1.52E-300,1.137768934,0.656,0.202,2.80E-296,Macro_FOLR2+APOE+,1.137768934
IDH1,1.53E-298,0.927798907,0.7,0.233,2.81E-294,Macro_FOLR2+APOE+,0.927798907
CTSA,1.25E-295,1.724236424,0.939,0.493,2.31E-291,Macro_FOLR2+APOE+,1.724236424
TTYH3,1.19E-293,0.945230585,0.661,0.211,2.19E-289,Macro_FOLR2+APOE+,0.945230585
GADD45G,1.29E-293,0.843335211,0.485,0.124,2.38E-289,Macro_FOLR2+APOE+,0.843335211
C1orf54,1.42E-292,1.503093013,0.752,0.269,2.61E-288,Macro_FOLR2+APOE+,1.503093013
SLAMF8,3.44E-292,1.321340981,0.808,0.311,6.33E-288,Macro_FOLR2+APOE+,1.321340981
KLHDC8B,1.63E-291,1.20880778,0.369,0.077,2.99E-287,Macro_FOLR2+APOE+,1.20880778
NRP2,4.11E-291,1.322605931,0.646,0.197,7.57E-287,Macro_FOLR2+APOE+,1.322605931
ME1,1.80E-289,0.786965711,0.403,0.088,3.32E-285,Macro_FOLR2+APOE+,0.786965711
CALHM6,2.54E-287,0.801875479,0.711,0.248,4.67E-283,Macro_FOLR2+APOE+,0.801875479
IL2RA,1.20E-286,0.813761756,0.324,0.062,2.21E-282,Macro_FOLR2+APOE+,0.813761756
DNPH1,7.07E-282,1.428429259,0.828,0.333,1.30E-277,Macro_FOLR2+APOE+,1.428429259
CD81,7.07E-282,1.35462299,0.929,0.448,1.30E-277,Macro_FOLR2+APOE+,1.35462299
HSD3B7,3.91E-277,0.77804423,0.373,0.081,7.19E-273,Macro_FOLR2+APOE+,0.77804423
LAG3,5.09E-275,0.355877767,0.314,0.062,9.38E-271,Macro_FOLR2+APOE+,0.355877767
PLTP,5.02E-273,1.755993124,0.817,0.314,9.24E-269,Macro_FOLR2+APOE+,1.755993124
LILRB5,7.40E-273,0.500536097,0.331,0.067,1.36E-268,Macro_FOLR2+APOE+,0.500536097
SGPL1,7.91E-272,1.274806822,0.539,0.158,1.46E-267,Macro_FOLR2+APOE+,1.274806822
TNS3,1.10E-271,0.855386122,0.589,0.182,2.02E-267,Macro_FOLR2+APOE+,0.855386122
PLAU,3.94E-271,2.587667729,0.587,0.183,7.27E-267,Macro_FOLR2+APOE+,2.587667729
SLCO2B1,9.90E-271,1.623963661,0.876,0.355,1.82E-266,Macro_FOLR2+APOE+,1.623963661
OTOA,6.73E-270,0.318988733,0.349,0.073,1.24E-265,Macro_FOLR2+APOE+,0.318988733
CD72,7.66E-269,1.685673787,0.615,0.195,1.41E-264,Macro_FOLR2+APOE+,1.685673787
SMPDL3A,8.82E-269,1.380870782,0.499,0.135,1.62E-264,Macro_FOLR2+APOE+,1.380870782
JPT1,1.49E-266,0.735670571,0.719,0.27,2.75E-262,Macro_FOLR2+APOE+,0.735670571
GALM,2.20E-265,1.361740209,0.603,0.185,4.04E-261,Macro_FOLR2+APOE+,1.361740209
SLC38A6,3.95E-259,1.526276116,0.496,0.136,7.27E-255,Macro_FOLR2+APOE+,1.526276116
SELENOS,8.78E-259,0.495777648,0.639,0.215,1.62E-254,Macro_FOLR2+APOE+,0.495777648
STAT1,1.73E-258,0.994787858,0.938,0.505,3.18E-254,Macro_FOLR2+APOE+,0.994787858
PDCD1LG2,3.01E-253,0.675853931,0.362,0.081,5.55E-249,Macro_FOLR2+APOE+,0.675853931
AKR1A1,3.23E-253,1.329488066,0.953,0.566,5.95E-249,Macro_FOLR2+APOE+,1.329488066
FYB1,2.96E-252,0.831729923,0.748,0.305,5.45E-248,Macro_FOLR2+APOE+,0.831729923
BRI3,3.89E-251,0.812622387,0.851,0.389,7.16E-247,Macro_FOLR2+APOE+,0.812622387
PLBD2,4.45E-248,0.612616703,0.552,0.168,8.20E-244,Macro_FOLR2+APOE+,0.612616703
SLAMF7,6.17E-247,1.127678067,0.594,0.199,1.14E-242,Macro_FOLR2+APOE+,1.127678067
IFI27,1.48E-246,1.384092455,0.514,0.162,2.72E-242,Macro_FOLR2+APOE+,1.384092455
SCARB2,6.65E-246,0.841645752,0.841,0.358,1.23E-241,Macro_FOLR2+APOE+,0.841645752
TGM2,2.90E-243,0.309238414,0.385,0.094,5.34E-239,Macro_FOLR2+APOE+,0.309238414
FCHO2,6.83E-243,0.6789698,0.629,0.203,1.26E-238,Macro_FOLR2+APOE+,0.6789698
MDK,9.35E-242,0.564857707,0.364,0.087,1.72E-237,Macro_FOLR2+APOE+,0.564857707
SELENOP,4.07E-239,0.963875092,0.355,0.084,7.49E-235,Macro_FOLR2+APOE+,0.963875092
ABHD12,4.29E-239,1.071368109,0.841,0.366,7.90E-235,Macro_FOLR2+APOE+,1.071368109
RPN2,2.86E-236,0.916654477,0.711,0.272,5.26E-232,Macro_FOLR2+APOE+,0.916654477
GBP5,7.41E-235,0.737101296,0.669,0.234,1.36E-230,Macro_FOLR2+APOE+,0.737101296
MYDGF,8.06E-234,0.662745829,0.716,0.299,1.48E-229,Macro_FOLR2+APOE+,0.662745829
HLA-DMB,2.57E-232,1.819152807,0.975,0.629,4.74E-228,Macro_FOLR2+APOE+,1.819152807
CHCHD6,8.81E-232,0.525708232,0.332,0.077,1.62E-227,Macro_FOLR2+APOE+,0.525708232
NECTIN2,1.12E-230,0.379806335,0.54,0.167,2.06E-226,Macro_FOLR2+APOE+,0.379806335
MGLL,2.10E-230,1.756533855,0.495,0.148,3.87E-226,Macro_FOLR2+APOE+,1.756533855
VAMP5,4.23E-230,1.138653538,0.885,0.469,7.79E-226,Macro_FOLR2+APOE+,1.138653538
SIGLEC1,2.45E-229,0.533202668,0.557,0.174,4.51E-225,Macro_FOLR2+APOE+,0.533202668
MS4A4A,2.33E-228,1.246018419,0.838,0.408,4.30E-224,Macro_FOLR2+APOE+,1.246018419
LIPA,3.36E-227,2.070162933,0.932,0.489,6.19E-223,Macro_FOLR2+APOE+,2.070162933
DRAM1,6.64E-227,0.96410323,0.61,0.207,1.22E-222,Macro_FOLR2+APOE+,0.96410323
CEBPA,6.16E-226,0.351409806,0.496,0.147,1.13E-221,Macro_FOLR2+APOE+,0.351409806
SLC40A1,4.48E-225,1.168620413,0.603,0.22,8.26E-221,Macro_FOLR2+APOE+,1.168620413
TMEM86A,4.76E-224,0.516065009,0.407,0.106,8.77E-220,Macro_FOLR2+APOE+,0.516065009
MCRIP2,5.45E-224,0.207152627,0.354,0.085,1.00E-219,Macro_FOLR2+APOE+,0.207152627
SCD,5.84E-224,0.650359794,0.48,0.139,1.07E-219,Macro_FOLR2+APOE+,0.650359794
SNX24,6.99E-223,0.398063739,0.344,0.081,1.29E-218,Macro_FOLR2+APOE+,0.398063739
MESD,7.48E-222,0.341841468,0.528,0.169,1.38E-217,Macro_FOLR2+APOE+,0.341841468
ATP5IF1,5.34E-219,0.440175982,0.673,0.253,9.84E-215,Macro_FOLR2+APOE+,0.440175982
DMAC1,5.45E-219,0.191118735,0.39,0.101,1.00E-214,Macro_FOLR2+APOE+,0.191118735
NIPSNAP2,2.36E-217,0.240809849,0.447,0.128,4.34E-213,Macro_FOLR2+APOE+,0.240809849
FMNL2,2.43E-217,0.801856832,0.625,0.215,4.48E-213,Macro_FOLR2+APOE+,0.801856832
AIM2,1.16E-214,0.33857286,0.334,0.079,2.13E-210,Macro_FOLR2+APOE+,0.33857286
CYB5A,2.56E-214,0.581593456,0.641,0.228,4.71E-210,Macro_FOLR2+APOE+,0.581593456
LRMDA,3.00E-214,0.203682504,0.414,0.113,5.52E-210,Macro_FOLR2+APOE+,0.203682504
LAMP2,3.84E-214,1.436519931,0.838,0.389,7.06E-210,Macro_FOLR2+APOE+,1.436519931
NENF,1.35E-213,0.39134102,0.664,0.246,2.49E-209,Macro_FOLR2+APOE+,0.39134102
CYBC1,2.46E-211,0.282577953,0.569,0.189,4.52E-207,Macro_FOLR2+APOE+,0.282577953
SELENOT,2.19E-210,0.38229594,0.65,0.24,4.03E-206,Macro_FOLR2+APOE+,0.38229594
LILRB4,3.43E-210,1.06918234,0.922,0.539,6.32E-206,Macro_FOLR2+APOE+,1.06918234
NUPR1,4.93E-209,1.224059926,0.581,0.205,9.08E-205,Macro_FOLR2+APOE+,1.224059926
REX1BD,1.48E-208,0.396267115,0.661,0.249,2.73E-204,Macro_FOLR2+APOE+,0.396267115
VAT1,2.34E-208,1.264300713,0.627,0.225,4.31E-204,Macro_FOLR2+APOE+,1.264300713
SMIM29,9.85E-208,0.230186901,0.481,0.146,1.81E-203,Macro_FOLR2+APOE+,0.230186901
CCL5,9.89E-208,1.419329739,0.4,0.11,1.82E-203,Macro_FOLR2+APOE+,1.419329739
CD40,2.96E-206,0.957792647,0.703,0.28,5.45E-202,Macro_FOLR2+APOE+,0.957792647
IL15RA,1.82E-205,0.598761706,0.403,0.11,3.36E-201,Macro_FOLR2+APOE+,0.598761706
RGL1,1.95E-205,0.539315393,0.452,0.136,3.59E-201,Macro_FOLR2+APOE+,0.539315393
LHFPL2,6.73E-205,0.972530943,0.71,0.271,1.24E-200,Macro_FOLR2+APOE+,0.972530943
SCARB1,2.56E-204,0.776742439,0.487,0.149,4.71E-200,Macro_FOLR2+APOE+,0.776742439
WASHC3,5.31E-200,0.184711679,0.416,0.118,9.77E-196,Macro_FOLR2+APOE+,0.184711679
VSIR,8.24E-200,0.600467697,0.666,0.262,1.52E-195,Macro_FOLR2+APOE+,0.600467697
NCEH1,7.50E-199,0.912987959,0.429,0.125,1.38E-194,Macro_FOLR2+APOE+,0.912987959
FRMD4A,1.01E-197,0.797402032,0.538,0.175,1.87E-193,Macro_FOLR2+APOE+,0.797402032
APOL1,2.03E-196,0.38573597,0.343,0.088,3.74E-192,Macro_FOLR2+APOE+,0.38573597
VOPP1,1.61E-195,0.881115219,0.771,0.335,2.96E-191,Macro_FOLR2+APOE+,0.881115219
GAA,2.55E-195,1.374523626,0.829,0.374,4.69E-191,Macro_FOLR2+APOE+,1.374523626
MCRIP1,6.23E-195,0.237021377,0.496,0.159,1.15E-190,Macro_FOLR2+APOE+,0.237021377
IGF2R,4.81E-193,0.432621124,0.577,0.205,8.86E-189,Macro_FOLR2+APOE+,0.432621124
MAF,1.57E-192,0.387171689,0.496,0.157,2.90E-188,Macro_FOLR2+APOE+,0.387171689
SLC15A3,1.85E-191,1.334557413,0.686,0.271,3.41E-187,Macro_FOLR2+APOE+,1.334557413
FLVCR2,1.42E-190,0.889834197,0.413,0.12,2.61E-186,Macro_FOLR2+APOE+,0.889834197
PTPA,2.01E-189,0.17164378,0.344,0.09,3.71E-185,Macro_FOLR2+APOE+,0.17164378
ATP5F1A,3.97E-188,0.411704715,0.634,0.244,7.31E-184,Macro_FOLR2+APOE+,0.411704715
FOLR2,7.13E-188,1.994909789,0.505,0.171,1.31E-183,Macro_FOLR2+APOE+,1.994909789
SLC22A18,1.11E-187,0.41835618,0.504,0.164,2.04E-183,Macro_FOLR2+APOE+,0.41835618
ASAH1,1.25E-187,1.609547802,0.98,0.68,2.30E-183,Macro_FOLR2+APOE+,1.609547802
RENBP,6.99E-187,0.592993311,0.716,0.285,1.29E-182,Macro_FOLR2+APOE+,0.592993311
MRC1,1.17E-186,0.604623518,0.392,0.116,2.15E-182,Macro_FOLR2+APOE+,0.604623518
NRP1,2.05E-186,0.502585647,0.476,0.155,3.77E-182,Macro_FOLR2+APOE+,0.502585647
TNFSF12,2.26E-186,0.342348525,0.565,0.199,4.16E-182,Macro_FOLR2+APOE+,0.342348525
SELENOW,3.12E-186,0.417934238,0.679,0.28,5.74E-182,Macro_FOLR2+APOE+,0.417934238
PLEKHO2,5.98E-186,1.373214762,0.562,0.198,1.10E-181,Macro_FOLR2+APOE+,1.373214762
CPM,1.45E-185,1.407609617,0.785,0.357,2.68E-181,Macro_FOLR2+APOE+,1.407609617
CXCL10,1.68E-185,0.85899227,0.452,0.144,3.09E-181,Macro_FOLR2+APOE+,0.85899227
TIMP2,8.08E-185,0.512143531,0.804,0.348,1.49E-180,Macro_FOLR2+APOE+,0.512143531
A2M,2.33E-184,2.204085611,0.836,0.376,4.29E-180,Macro_FOLR2+APOE+,2.204085611
PLA2G15,1.50E-183,1.213269668,0.464,0.146,2.77E-179,Macro_FOLR2+APOE+,1.213269668
SLC29A3,1.96E-183,0.994463693,0.42,0.127,3.61E-179,Macro_FOLR2+APOE+,0.994463693
GAL3ST4,3.52E-183,0.937315335,0.482,0.159,6.49E-179,Macro_FOLR2+APOE+,0.937315335
OTULINL,4.78E-183,0.236705057,0.481,0.156,8.81E-179,Macro_FOLR2+APOE+,0.236705057
IKBKE,8.25E-183,0.350907349,0.354,0.095,1.52E-178,Macro_FOLR2+APOE+,0.350907349
SELENOF,3.98E-182,0.31871122,0.631,0.24,7.32E-178,Macro_FOLR2+APOE+,0.31871122
CD300LF,4.55E-182,0.358706737,0.507,0.166,8.39E-178,Macro_FOLR2+APOE+,0.358706737
WASHC4,4.30E-181,0.181655608,0.453,0.142,7.93E-177,Macro_FOLR2+APOE+,0.181655608
SMIM26,7.10E-181,0.230289123,0.6,0.219,1.31E-176,Macro_FOLR2+APOE+,0.230289123
ACOT13,8.29E-181,0.528342313,0.542,0.188,1.53E-176,Macro_FOLR2+APOE+,0.528342313
SLC2A8,1.21E-179,0.541968127,0.395,0.115,2.23E-175,Macro_FOLR2+APOE+,0.541968127
NAXE,3.61E-179,0.192549898,0.441,0.138,6.65E-175,Macro_FOLR2+APOE+,0.192549898
SPRED1,9.66E-179,0.513268034,0.421,0.132,1.78E-174,Macro_FOLR2+APOE+,0.513268034
RALGDS,1.26E-178,0.618374478,0.521,0.18,2.32E-174,Macro_FOLR2+APOE+,0.618374478
OLFML2B,2.76E-178,0.686465485,0.445,0.143,5.08E-174,Macro_FOLR2+APOE+,0.686465485
RAB20,9.22E-178,1.621799791,0.781,0.334,1.70E-173,Macro_FOLR2+APOE+,1.621799791
PLXND1,2.01E-177,1.231812513,0.603,0.222,3.70E-173,Macro_FOLR2+APOE+,1.231812513
GNPDA1,1.04E-176,1.487160032,0.647,0.248,1.91E-172,Macro_FOLR2+APOE+,1.487160032
AP2A2,1.21E-176,0.62151359,0.588,0.217,2.23E-172,Macro_FOLR2+APOE+,0.62151359
ATP5F1B,2.85E-176,0.522637276,0.705,0.302,5.25E-172,Macro_FOLR2+APOE+,0.522637276
AMDHD2,4.87E-176,0.935460897,0.447,0.141,8.97E-172,Macro_FOLR2+APOE+,0.935460897
RAB5IF,6.35E-176,0.357889785,0.597,0.23,1.17E-171,Macro_FOLR2+APOE+,0.357889785
SORBS3,1.90E-175,0.76754532,0.464,0.151,3.50E-171,Macro_FOLR2+APOE+,0.76754532
CD84,1.35E-174,1.134503665,0.824,0.38,2.49E-170,Macro_FOLR2+APOE+,1.134503665
NTAN1,1.42E-174,0.610716321,0.516,0.176,2.62E-170,Macro_FOLR2+APOE+,0.610716321
AKR1B1,4.05E-174,1.37748081,0.871,0.456,7.46E-170,Macro_FOLR2+APOE+,1.37748081
PTAFR,4.97E-174,1.106795604,0.811,0.363,9.15E-170,Macro_FOLR2+APOE+,1.106795604
MPP1,1.84E-173,1.527834343,0.839,0.4,3.39E-169,Macro_FOLR2+APOE+,1.527834343
PCBD1,2.13E-173,0.886742441,0.772,0.349,3.92E-169,Macro_FOLR2+APOE+,0.886742441
MERTK,6.44E-173,1.089101386,0.524,0.182,1.19E-168,Macro_FOLR2+APOE+,1.089101386
HAPLN3,1.56E-172,0.437481997,0.369,0.107,2.87E-168,Macro_FOLR2+APOE+,0.437481997
UFD1,9.50E-172,0.162328193,0.448,0.144,1.75E-167,Macro_FOLR2+APOE+,0.162328193
ATP5PD,3.10E-171,0.465824244,0.703,0.308,5.72E-167,Macro_FOLR2+APOE+,0.465824244
SCCPDH,8.75E-171,0.340765731,0.452,0.145,1.61E-166,Macro_FOLR2+APOE+,0.340765731
GBP4,8.95E-171,0.504033149,0.685,0.265,1.65E-166,Macro_FOLR2+APOE+,0.504033149
GBP1,1.67E-170,0.814668651,0.766,0.334,3.08E-166,Macro_FOLR2+APOE+,0.814668651
CBR1,5.84E-170,1.161006234,0.718,0.305,1.08E-165,Macro_FOLR2+APOE+,1.161006234
COLGALT1,1.10E-169,0.927471281,0.592,0.22,2.02E-165,Macro_FOLR2+APOE+,0.927471281
CHCHD10,2.31E-169,0.581073648,0.888,0.505,4.25E-165,Macro_FOLR2+APOE+,0.581073648
DENND2D,2.79E-169,1.154766542,0.361,0.104,5.13E-165,Macro_FOLR2+APOE+,1.154766542
FPR3,5.70E-169,1.493017926,0.743,0.327,1.05E-164,Macro_FOLR2+APOE+,1.493017926
HNMT,8.26E-169,1.041015644,0.811,0.368,1.52E-164,Macro_FOLR2+APOE+,1.041015644
ATP5F1C,1.85E-167,0.337321386,0.673,0.277,3.42E-163,Macro_FOLR2+APOE+,0.337321386
PTMS,5.71E-167,0.386215017,0.778,0.351,1.05E-162,Macro_FOLR2+APOE+,0.386215017
IGSF6,7.05E-167,1.521887882,0.915,0.547,1.30E-162,Macro_FOLR2+APOE+,1.521887882
GIMAP5,1.58E-166,0.739318374,0.446,0.149,2.92E-162,Macro_FOLR2+APOE+,0.739318374
DMXL2,7.89E-164,1.163408439,0.636,0.257,1.45E-159,Macro_FOLR2+APOE+,1.163408439
DAB2,1.49E-163,0.924951956,0.879,0.421,2.75E-159,Macro_FOLR2+APOE+,0.924951956
ASCL2,1.87E-163,0.194648413,0.449,0.145,3.44E-159,Macro_FOLR2+APOE+,0.194648413
PLEKHO1,4.43E-163,0.795753989,0.768,0.349,8.15E-159,Macro_FOLR2+APOE+,0.795753989
STOM,2.24E-162,1.056930028,0.749,0.334,4.12E-158,Macro_FOLR2+APOE+,1.056930028
OAZ2,2.40E-162,1.082985359,0.667,0.272,4.42E-158,Macro_FOLR2+APOE+,1.082985359
CD163,3.76E-162,0.980929123,0.845,0.435,6.93E-158,Macro_FOLR2+APOE+,0.980929123
ATP5MC3,4.60E-162,0.583324828,0.731,0.342,8.47E-158,Macro_FOLR2+APOE+,0.583324828
TFRC,9.52E-162,1.373227665,0.571,0.228,1.75E-157,Macro_FOLR2+APOE+,1.373227665
MRPL57,1.83E-161,0.291538342,0.636,0.258,3.37E-157,Macro_FOLR2+APOE+,0.291538342
SDSL,3.18E-161,1.254937594,0.6,0.229,5.86E-157,Macro_FOLR2+APOE+,1.254937594
RPS27L,4.16E-161,0.679672498,0.753,0.351,7.66E-157,Macro_FOLR2+APOE+,0.679672498
CD59,4.68E-161,0.86660327,0.729,0.329,8.62E-157,Macro_FOLR2+APOE+,0.86660327
BCAP31,6.87E-161,1.030979379,0.938,0.574,1.27E-156,Macro_FOLR2+APOE+,1.030979379
TWF2,3.72E-160,0.892094972,0.726,0.323,6.85E-156,Macro_FOLR2+APOE+,0.892094972
LY96,3.98E-160,1.045453004,0.861,0.445,7.32E-156,Macro_FOLR2+APOE+,1.045453004
PDXK,4.14E-160,0.639255287,0.688,0.29,7.63E-156,Macro_FOLR2+APOE+,0.639255287
MSRB2,6.61E-160,0.196057174,0.531,0.191,1.22E-155,Macro_FOLR2+APOE+,0.196057174
TNFRSF14,7.70E-160,1.259543347,0.855,0.437,1.42E-155,Macro_FOLR2+APOE+,1.259543347
GLA,9.52E-160,2.096246248,0.691,0.3,1.75E-155,Macro_FOLR2+APOE+,2.096246248
FCGR1A,2.81E-158,0.978437562,0.807,0.399,5.18E-154,Macro_FOLR2+APOE+,0.978437562
PMP22,5.30E-157,0.718885398,0.656,0.266,9.75E-153,Macro_FOLR2+APOE+,0.718885398
RPN1,6.79E-157,0.634460208,0.664,0.284,1.25E-152,Macro_FOLR2+APOE+,0.634460208
SIGLEC10,1.63E-156,0.859854232,0.693,0.31,3.00E-152,Macro_FOLR2+APOE+,0.859854232
CYFIP1,2.38E-156,1.234773364,0.719,0.312,4.38E-152,Macro_FOLR2+APOE+,1.234773364
DHRS3,5.67E-156,1.861754382,0.44,0.144,1.04E-151,Macro_FOLR2+APOE+,1.861754382
TSC22D1,3.59E-154,1.489581515,0.444,0.154,6.62E-150,Macro_FOLR2+APOE+,1.489581515
LGALS3,1.38E-153,1.748485086,0.967,0.717,2.55E-149,Macro_FOLR2+APOE+,1.748485086
APOL3,2.03E-153,0.658527339,0.487,0.173,3.75E-149,Macro_FOLR2+APOE+,0.658527339
RPS19BP1,3.72E-153,0.561833458,0.611,0.249,6.86E-149,Macro_FOLR2+APOE+,0.561833458
LAIR1,4.27E-153,1.51046723,0.911,0.508,7.87E-149,Macro_FOLR2+APOE+,1.51046723
ATP5PB,9.57E-153,0.272656356,0.656,0.272,1.76E-148,Macro_FOLR2+APOE+,0.272656356
HEXB,3.13E-152,1.34330664,0.882,0.503,5.76E-148,Macro_FOLR2+APOE+,1.34330664
ATP5PF,1.23E-151,0.370096324,0.705,0.312,2.27E-147,Macro_FOLR2+APOE+,0.370096324
CREBL2,2.13E-151,0.462355258,0.673,0.28,3.92E-147,Macro_FOLR2+APOE+,0.462355258
PIK3IP1,5.31E-151,1.368373121,0.504,0.183,9.78E-147,Macro_FOLR2+APOE+,1.368373121
GIMAP7,9.25E-151,0.539539665,0.617,0.245,1.70E-146,Macro_FOLR2+APOE+,0.539539665
CCR1,1.17E-150,0.852998316,0.565,0.218,2.16E-146,Macro_FOLR2+APOE+,0.852998316
TFEC,3.12E-150,0.694086156,0.673,0.284,5.74E-146,Macro_FOLR2+APOE+,0.694086156
GNB4,2.08E-149,0.628447728,0.725,0.325,3.83E-145,Macro_FOLR2+APOE+,0.628447728
ELOC,1.11E-148,0.2136132,0.612,0.245,2.04E-144,Macro_FOLR2+APOE+,0.2136132
PCK2,5.01E-148,0.833399843,0.399,0.13,9.23E-144,Macro_FOLR2+APOE+,0.833399843
GNPTAB,5.53E-148,0.316200314,0.644,0.268,1.02E-143,Macro_FOLR2+APOE+,0.316200314
NADK,3.28E-147,0.541830981,0.576,0.225,6.04E-143,Macro_FOLR2+APOE+,0.541830981
ARHGEF10L,3.94E-147,0.909096922,0.369,0.117,7.26E-143,Macro_FOLR2+APOE+,0.909096922
RAP2B,8.52E-147,0.6772306,0.695,0.304,1.57E-142,Macro_FOLR2+APOE+,0.6772306
ABCC5,5.16E-146,0.760205066,0.373,0.118,9.50E-142,Macro_FOLR2+APOE+,0.760205066
CTSH,1.76E-145,1.537331619,0.97,0.702,3.24E-141,Macro_FOLR2+APOE+,1.537331619
ATP5PO,3.33E-145,0.435759156,0.549,0.225,6.13E-141,Macro_FOLR2+APOE+,0.435759156
ALAS1,6.22E-145,1.040733835,0.4,0.133,1.15E-140,Macro_FOLR2+APOE+,1.040733835
PRDX4,5.11E-144,0.931337717,0.651,0.276,9.40E-140,Macro_FOLR2+APOE+,0.931337717
CD14,5.87E-144,0.937522388,0.955,0.614,1.08E-139,Macro_FOLR2+APOE+,0.937522388
SLC7A7,1.90E-143,1.167254522,0.862,0.454,3.50E-139,Macro_FOLR2+APOE+,1.167254522
SEMA4A,2.51E-143,1.290042274,0.542,0.214,4.63E-139,Macro_FOLR2+APOE+,1.290042274
GPR137B,3.86E-143,0.603857538,0.679,0.287,7.10E-139,Macro_FOLR2+APOE+,0.603857538
CIAO2A,5.99E-143,0.382199211,0.419,0.15,1.10E-138,Macro_FOLR2+APOE+,0.382199211
OSBPL1A,8.80E-143,0.34036821,0.433,0.148,1.62E-138,Macro_FOLR2+APOE+,0.34036821
TBC1D2B,9.02E-143,0.50115882,0.391,0.127,1.66E-138,Macro_FOLR2+APOE+,0.50115882
MFSD12,1.06E-141,0.487104385,0.492,0.181,1.95E-137,Macro_FOLR2+APOE+,0.487104385
TFPT,1.93E-141,0.40992248,0.581,0.234,3.55E-137,Macro_FOLR2+APOE+,0.40992248
SDHB,4.08E-141,1.288022506,0.781,0.388,7.52E-137,Macro_FOLR2+APOE+,1.288022506
CLCN7,6.30E-141,0.43157947,0.47,0.171,1.16E-136,Macro_FOLR2+APOE+,0.43157947
SIRPA,6.68E-141,0.590897674,0.736,0.339,1.23E-136,Macro_FOLR2+APOE+,0.590897674
MARCKS,1.48E-140,0.859760091,0.927,0.521,2.72E-136,Macro_FOLR2+APOE+,0.859760091
APH1B,1.51E-140,0.633985608,0.483,0.174,2.78E-136,Macro_FOLR2+APOE+,0.633985608
SMIM4,4.60E-139,0.296715267,0.482,0.177,8.47E-135,Macro_FOLR2+APOE+,0.296715267
FUCA2,8.07E-139,0.703424882,0.682,0.298,1.49E-134,Macro_FOLR2+APOE+,0.703424882
RPL26L1,1.94E-138,0.257805071,0.414,0.141,3.58E-134,Macro_FOLR2+APOE+,0.257805071
RDX,2.35E-138,1.092282049,0.558,0.222,4.34E-134,Macro_FOLR2+APOE+,1.092282049
P2RX4,2.48E-138,1.059275414,0.574,0.223,4.57E-134,Macro_FOLR2+APOE+,1.059275414
PLEKHM2,1.63E-137,0.431743182,0.415,0.142,3.00E-133,Macro_FOLR2+APOE+,0.431743182
GPX3,1.96E-137,1.014995458,0.478,0.183,3.62E-133,Macro_FOLR2+APOE+,1.014995458
NEU1,3.75E-137,0.737423768,0.681,0.294,6.90E-133,Macro_FOLR2+APOE+,0.737423768
TRIM14,3.96E-137,0.63318672,0.461,0.166,7.28E-133,Macro_FOLR2+APOE+,0.63318672
SIL1,8.66E-137,0.733489536,0.577,0.228,1.59E-132,Macro_FOLR2+APOE+,0.733489536
VKORC1,9.17E-137,0.832937969,0.567,0.234,1.69E-132,Macro_FOLR2+APOE+,0.832937969
CDS2,3.55E-136,0.84155696,0.473,0.176,6.54E-132,Macro_FOLR2+APOE+,0.84155696
MCOLN1,3.67E-136,0.455155461,0.634,0.264,6.77E-132,Macro_FOLR2+APOE+,0.455155461
SOAT1,3.96E-136,0.949082584,0.65,0.275,7.30E-132,Macro_FOLR2+APOE+,0.949082584
ATP6V0A1,4.86E-136,1.045264814,0.485,0.179,8.95E-132,Macro_FOLR2+APOE+,1.045264814
GCHFR,4.21E-135,1.160778314,0.469,0.176,7.76E-131,Macro_FOLR2+APOE+,1.160778314
TRPV2,1.22E-134,1.152112567,0.517,0.201,2.25E-130,Macro_FOLR2+APOE+,1.152112567
TMEM251,1.77E-134,0.516266002,0.38,0.126,3.26E-130,Macro_FOLR2+APOE+,0.516266002
SUSD6,5.26E-134,0.155245375,0.42,0.149,9.69E-130,Macro_FOLR2+APOE+,0.155245375
SNX10,5.54E-134,0.795978252,0.842,0.476,1.02E-129,Macro_FOLR2+APOE+,0.795978252
TNFSF13B,9.13E-134,0.598850073,0.935,0.569,1.68E-129,Macro_FOLR2+APOE+,0.598850073
ALOX15B,1.06E-133,0.311996655,0.391,0.132,1.95E-129,Macro_FOLR2+APOE+,0.311996655
ATP5MF,1.32E-132,0.389707182,0.731,0.345,2.44E-128,Macro_FOLR2+APOE+,0.389707182
CNPY2,2.39E-132,1.025032477,0.469,0.179,4.40E-128,Macro_FOLR2+APOE+,1.025032477
